value_reference	name	uuid
17641	Ngenybogurio Dispensary	a24cbc65-a5f6-47b3-beb4-14a989f67320
15344	Ngenyilel Dispensary	ee051061-9ede-4ef5-9245-3c57a923ce59
13850	Ngere Dispensary	30f1a307-99af-4ee1-9b47-fb95b3483def
11713	Ngerenya Dispensary	4ad43af4-cf3c-436e-89fc-f6435f5c4dd8
17711	Ngeri Dispensary	7dfa33e1-735d-43b9-9cd8-9c10a9d1ed8e
15345	Ngeria South Dispensary	130132dd-67aa-489b-a283-cb9c2b1e1d19
12649	Ngeru Dispensary	d73ce817-a385-421e-a218-ab035de67e52
12650	Ngetani Dispensary	be1ad4af-0e06-4dba-a096-2c90487ccb35
17122	Ngeteti Community Health Dispesary	a5987c07-a05d-42b5-a8a4-df2017bc837c
15346	Ngetmoi  Dispensary	f2a6072a-2b89-4206-b256-9a835bf0f5a1
10865	Ngewa Health Centre	2f254b35-4020-48ee-ad02-f3b0e322997d
18500	Ngieni Community Dispensary	e340e50d-6387-4144-be1e-133d4a502be0
15355	Ngutuk-Engiron Dispensary	eaeab2a2-490e-49b6-80f1-c728a8663222
12661	Nguuku Dispensary	1d925178-cf45-497c-af61-b289a17f0c2e
12662	Nguungani Dispensary	a1c7e894-8313-476d-b996-e8b4cc7047c5
16858	Nguuni Dispensary	7be4e454-3097-4e67-9d97-39010971c202
11716	Nguuni Health Centre	43b4edf9-c00b-458c-b056-00d1e6a27e9b
12663	Ngwata Health Centre	03e82cfe-4990-4a86-b732-d188846d1729
16712	Ngwelo  Dispensary	ed39a566-345e-4249-b171-5bc8bf519f5f
10876	Nhera Clinic	4606ae93-aaa3-428f-91fa-348de24eea30
16623	Nica Kaunjira Dispensary	06508274-708f-4c61-9fcc-faef4d879f53
13856	Nightingale Medical Centre	24cb6e99-a539-4794-ba82-943af9169d84
17804	Nile Medical Clinic	d5045849-627f-48be-becf-a16edb36895c
13125	Nimoli Medical Centre	5c94d75a-a98f-4cb2-b805-9d025753a8e2
17357	Ningaini Dispensary	622a14d3-653f-4be1-9699-fc86f14340b0
18798	NIST Dispensary	dd2a8f50-886b-4380-9116-eeb1b27ef523
10877	Njabini Catholic Nursing And Maternity	a6c6edee-2e0c-4ea3-b805-b0faa25b504d
10878	Njabini Health Centre	a43ba821-4e8e-4b52-9782-2deec6a292e9
10879	Njambi Nursing Home	c849a8d3-3896-4e93-adbb-e61139b0f6f0
17560	Njambini Catholic Dispensary	9dcd5079-4503-42ee-ab48-0d896fa50fb4
18060	Njawa Med Clinic	62a61066-5fdc-47a6-913a-1be001d700f2
10880	Njegas Dispensary	6a4b7496-1a12-4da0-bbe5-f411c810713a
10881	Njemuka Clinic	2b8d45a8-ba1f-4cb2-a46c-627eea46c788
17458	Njemuka Medical Clinic	51f0d5f7-2070-4042-bbc8-7cb4f0bc05c3
17367	Njeruri Dispensary	bb72eae2-f315-459e-a151-47b5a26f874f
17513	Njete Medical clinic	40abec3d-83e6-40d8-8a73-ee3af6b9f326
10882	Njika Wega Medical Clinic	5c9c8f04-17d9-4cbf-ac08-94f5657de33c
18252	Ngiini Dispensary	1504e2db-f194-4879-9f55-8e974137895e
18360	Ngiitakito Dispensary	e386efeb-6733-43ca-9727-e0ce4d25914e
14459	Ngilai Dispensary	053f83b8-2cd7-4a35-9db4-df4ab8caaf5a
12651	Ngiluni Dispensary	e7e9a3b1-6542-44a2-ac3d-d6e9e8498903
12652	Ngiluni Dispensary (Kitui)	8b97d27d-589c-4db6-88d0-a3a358675c42
16935	Ngiluni Dispensary (Mwingi)	8805e36e-99aa-48fd-a6fa-1e3706c86ca3
16274	Ng'imalo Dispensary	006daf43-bf12-4a76-8362-146f0eb89144
10867	Nginda (PCEA) Medical Clinic	ebe928f5-2795-40f1-a218-e9809ac98fef
15347	Nginyang Health Centre	b765a5c8-090a-4e09-adf4-64d35dff412b
10868	Ngiriambu (ACK) Dispensary	6b241c19-a2e9-4d88-ab0c-4fd90639b3c6
13851	Ngisiru Dispensary	13f02e65-5ba2-41d2-9f1b-4dec16fd76ed
15348	Ngito Dispensary	b50d02c1-c8e4-49d6-979f-4ed53f0ee52b
13852	Ng'iya Health Centre	58b5b6af-db90-44d4-bb2d-e805bd43422f
15349	Ngobit Dispensary	3fb22aed-18bd-4179-a2bf-90769cb004c8
13853	Ngodhe Dispensary	6e285afe-b7a8-4830-835a-03bff6573ee5
18076	Ng'odhe Dispensary(Main Land)	73d916fe-643e-45de-8792-75f891dc2d20
13854	Ng'odhe Island Dispensary	6c742d24-4d5f-4ee5-bb5e-30d83ec529eb
12653	Ngoleni Dispensary	634a1205-65ca-4f07-ba97-1e363ca053c5
10869	Ngoliba Health Centre	c644f77f-9c4e-41a8-8f2b-f571a5443823
11714	Ng'ombeni Dispensary	b864773f-5d4c-4ce2-b8ad-8ea5278faa54
11715	Ngomeni Dispensary (Malindi)	5012a6c8-918e-4836-9769-12e3be04dbfc
12654	Ngomeni Health Centre	71c85993-e073-4669-a2a0-aaec33d06438
18510	Ngomoni Dispensary	b55f3706-27af-49ab-b630-1ee3302c1729
16382	Ngondi Dispensary	cb8c8518-aa7c-454f-bac2-d7864d4bbf2b
18131	Ngondu Medical Clinic	c79a4bf7-4ae8-4d92-913c-c14bfefea090
15350	Ngong Hills Hospital	9acb0eef-9913-47bc-8363-f72ebd54c6c6
18238	Ngong Rapha Hospital	f65e43d9-00ae-4f74-b38e-606d24e4845d
13123	Ngong Road Health Centre	0beb689c-9382-4bae-9e85-70282add438a
15351	Ngong Sub-District Hospital	40bc0a1f-cbe4-4766-95f6-1f7b8c22e233
17052	Ngo'nga' Dispensary	53fdbf87-3a05-40a0-b963-fe7dbec3f0f0
16864	Ngongoni Dispensary (Kyuso)	c171aef4-ac3d-46db-8bec-d5dff2dd4a68
12655	Ngongoni Dispensary (Mwingi)	3cea2543-e68a-4407-873c-15d54db96bc9
10870	Ngorano Health Centre	7d382f27-1438-4d8e-82b2-e3c8e9fba2d4
10871	Ngorika Dispensary	5558f5ce-9c1e-42a1-b21e-a161ceedc386
15352	Ngoron Dispensary	4904daf6-224d-4db0-823e-d54e0e944399
10872	Ngorongo Health Centre	ff1ad670-8385-4478-a234-6cbd13e551cd
17752	Ngosuani Dispensary	5b7593c4-7189-4909-be20-b4aefa46269b
17558	Ngothi MC	c0c284c0-4939-49fb-b673-cda6e3b9035b
15353	Ngubereti  Health Centre	4795ef65-671b-4ee9-96ee-62bbdad24bf4
17526	Nguge Dispensary	b5ea6fd4-1501-4d81-ad08-e300bc9bd787
10873	Nguka Dispensary	6c0b96b2-c6de-4b14-9d72-41bae9b0d901
13855	Nguku Dispensary	d0de21e7-6918-4a10-ab37-c849281d9445
12656	Ngulini Dispensary	aa847dd6-e3ae-429e-b245-93a8cd9de545
12657	Nguluni Health Centre	d4e24360-aa76-4ff3-9b2b-11d3350e4f22
12658	Nguni Health Centre	1a3e8c06-214e-498d-8c01-05cfad28620c
12659	Nguruki-Iruma Dispensary	5b8e71ae-c70b-4093-9915-a408f462a715
16819	Ngurumo Dispensary	27f9e3cf-e487-49ee-9ce3-4060d3485d58
15354	Ngurunga Dispensary	7d67c40e-f3c6-49a2-bf4e-77f53122ecc0
12660	Ngurunit Dispensary	46c5130a-32e0-4863-8c3a-873a4f698f8e
10874	Ngurweini Dispensary	83b37c95-75f9-4b42-b594-0808476bcd9d
10875	Nguthuru Dispensary	3e520812-6f42-47ef-99b8-74ce12f908a5
11653	Muryachakwe Dispensary	d5132f28-c89f-4c19-85e0-a3526ff00fa6
12582	Musalala Dispensary	0342de53-19ee-42d7-a383-b25e5b3092fb
16049	Musanda (ACK) Clinic	423eef01-e2ec-4963-9fb1-1dd512f439e9
17507	Musau Medical Clinic	46575014-c1f2-4bc7-98df-f73f9a32e861
17501	Musco Clinic	9f48fbfa-167b-4b7c-8da7-8d4fad41e197
18507	Muselele	454862a3-120e-42b2-ad1e-a8877330aaca
16865	Musembe Dispensary	53619503-b90e-4d1d-a66b-1d04716826e9
16051	Musembe Dispensary (Lugari)	190b510e-e426-4c32-bf5f-34faeca60b54
17447	Musengo Medical Clinic	5021ea73-46bd-4535-896c-585667d72890
12583	Museve Dispensary	1ef67245-f41c-43b7-a066-7fc623d11b9e
16486	Musibiriri Dispensary	ebe75f70-99ff-467a-a654-69be66beecec
17162	Musingini Dispensary	296a7a28-825d-4253-8d5f-7efee9963e28
16052	Musitinyi Dispensary	c7af4698-11a0-4813-a877-e3c5d6d94fdb
18434	Muska Medical Centre	d307d9d3-39bb-47f5-8a4a-a92b9360f1a3
15260	Muskut Health Centre	0d60525a-c108-4e3a-af74-e5de0455e412
18660	Musoa SDA Dispensary	8120d531-6195-40fe-a7f9-aaf0298a7005
16053	Musoli Health Clinic	d389e1a7-5293-4253-bdb4-1e56b326532a
16938	Musovo Dispensary	1c5e3980-4bba-4421-9cd4-4544d6ae3b97
16247	Musukini Dispensary	dc3a1769-9ecf-4d2e-b1c4-7387e3d6f162
18365	Mutanda Community Dispensary	54a7f05c-ca15-43b5-8a4b-6ac3183bdd82
18565	Mutanda Dispensary	37d81894-d619-4daf-9296-52a363148d2c
15261	Mutara Dispensary	ed95fa26-8aad-4a50-95a3-522b34933c47
15262	Mutarakwa Dispensary (Molo)	04466eee-01c7-49e0-9d1e-8190943bfe9e
10788	Mutarakwa Dispensary (Nyandarua South)	3b12465b-cc1b-4e2f-91ef-1e803a7c8543
10794	Muthuthiini Dispensary	dcee93e8-d9a3-457c-bb1c-8f798945601f
10795	Muthuthiini Medical Clinic	c2b9ed22-1a2d-43f0-9be8-e3bc7fba6712
12595	Muthwani (AIC) Dispensary	a0f607ac-c6c7-41d2-b3ae-6e8484e795cb
12596	Mutiluni Dispensary	33d72f92-cd40-4600-add2-04f60451552e
18707	Mutindwa clinic and lab	7b2a5e9f-7984-4678-8484-9b3c6d708621
12597	Mutindwa Dispensary	15b1093c-2890-4ebc-95e0-639f41440f1a
16615	Mutindwa Laboratory	a885d9ef-5f6e-4601-afdc-14524fbe58ce
16616	Mutindwa Med Clinic	17b7cf30-83ef-4474-bc1c-d39bfd42b61a
16054	Muting'ong'o Dispensary	e9fa0eed-181b-4a9b-bf6f-8d5737f959f2
18132	Mutini Dispensary	76aeb415-089f-4d91-85b9-cec06e8426d3
17379	Mutiokiama Health Centre	c4374542-8daf-4071-8f87-772550148732
12598	Mutionjuri Health Centre	6d1e5b0d-0576-42ae-926e-440882190408
10796	Mutira (ACK) Dispensary	402039dc-aa60-4877-b09f-e13b3ff43b68
10797	Mutira Laboratory	edebd02d-d708-45ef-ac1c-7e96d21264c0
18349	Mutithi Dispensary	24ffef35-bd19-4590-a0ac-d02e98a1001b
10798	Mutithi Health Centre	bb73ec8f-8a42-43ad-8cd2-0cb34b2d9c4e
12599	Mutito Dispensary	7a6bc0b1-2e26-4c0e-ad21-687fdc3ce5c1
10799	Mutitu Community Dispensary	5a7c761a-0cb0-4f26-86ad-015af7ae867e
12600	Mutitu Dispensary	a559316c-8092-47b6-8f9c-cb55aa802d35
10800	Mutitu Gikondi Medical Clinic	3db78199-754f-4215-bcae-feb51cf5f715
12601	Mutitu Sub-District Hospital	275c1fe6-1851-4132-a57c-90cf3307228a
12602	Mutituni Dispensary	717cd0b1-f23a-46a3-953e-42bf86f2fc45
10801	Mutoho Medical Clinic	8cee7619-b5f5-468f-98dc-872f18a4b690
12603	Mutomo Health Centre	2671e26e-6e78-4825-837e-f5b6c6f45086
12604	Mutomo Mission Hospital	b27c8841-2038-4f8c-a2b3-016dc3c15c8d
16055	Mutsetsa Dispensary	a8e5ccfa-f311-4df0-8e92-cd3af5b3365b
12606	Mutuati Nursing Home	f008b42d-eca0-4a4b-8b9d-3862446ff390
12605	Mutuati Sub-District Hospital	6149a853-cf69-477a-ae75-2d125b5b27d4
13105	Mutuini Sub-District Hospital	307a63cd-2f6e-4658-84a1-a89f398413ac
18102	Mutukanio ACK Dispensary	10c7d0d8-3cbd-4ff7-868b-9a52a244cb12
12607	Mutukya Dispensary	02284be0-cbfb-4efa-9b48-e9bd4584a10d
18008	Mutulani Dispensary	a17e94cc-c788-4737-8468-e0a7eb4aab62
12608	Mutulu (AIC) Dispensary	1ad33527-d90d-4381-86be-94a2414663ad
12609	Mutune Dispensary	00e55044-91e2-4740-881a-739118f511a1
18289	Mutunguru PCEA Dispensary	fd466756-3aff-4a1b-9eab-0a1f36580dfc
10802	Mutungus Medical Clinic	2eaba323-dff6-4d49-8cd1-fd1dc1f0dbe0
12610	Mutyambua Dispensary	76aa908f-2a40-4026-8245-69cae9a9c5f6
12611	Mutyangome Dispensary	b8e811a8-7c82-4092-a7f8-e1dd2e334785
17872	Muuani Rural Health Dispensary	bb03c3c8-cad4-4664-b7d7-23a002074c63
12612	Muumandu Dispensary	2938f187-1f39-4bc9-a848-72d310433c68
12613	Muusini Dispensary	155c5829-98cc-4f07-bd79-918a7b363530
18413	Muusini Dispensary(Makueni)	186147a3-a1db-4b67-a549-a26917337ef6
12614	Muutine Med Clinic	a194e601-d39e-4d22-b14a-d29e336cfb4e
12615	Muutiokiama Health Centre	3deb1a67-a123-4a43-9b1e-7bc6c8fc317c
17779	Muvuko Dispensary	976f4892-23cc-4536-98e2-12e890368bbd
12616	Muvuti Dispensary	c68a3cdc-bd4d-462f-b934-8f03f4fde5f5
10803	Muwa M Clinic	0e6e3bfb-4fdf-4b31-90aa-57aebd9b704a
15264	Muyengwet Dispensary	0da879c1-c28d-47b3-9286-9b8b3f59965d
11678	Muyeye Medical Clinic	660eccbb-80c7-4825-8195-6123e8f40731
12617	Muyuni Dispensary	f8ad0576-fc6d-4d0c-925e-53ad475576ad
13412	Muzadilifa Clinic	2edc631b-2218-44a3-8f75-8147a557699b
11691	Mwangulu Dispensary	f6f0d9d8-4ec2-42c2-a1bd-2f2cf7643d19
17941	Mwanianga Dispensary	210881b5-e48b-48ca-a8ae-02962df4192d
12622	Mwanyani Dispensary	7bc722ee-8033-476a-a211-1caf4c9165e7
11692	Mwanzo Medical Clinic	89206545-a440-4661-85da-c431a1dc03f4
11693	Mwapala Dispensary	504c963d-9615-47c7-a80e-f8c50acc9919
16554	Mwashuma Dispensary (CDF)	20b4ccd2-06b1-4d09-ae66-3be4cfd9bac4
16056	Mwasi Med Clinc	12c4ca50-0789-4057-885c-af67c8f24932
13106	Mwatate Clinic	e2e6165d-1d02-4825-a275-657ab265c4a6
11694	Mwatate Sisal Estate Clinic	8307b53e-5293-4b54-ba16-9b8ab1188211
11695	Mwatate Sub-District Hospital	f3c48da7-4fc4-4c50-9a2d-0af82ad5fe9f
16523	Mwavizi Medical Clinic	9c44c3a4-327c-4bef-b1dd-d192756ab6e1
11696	Mwawesa Medical Clinic	ce7bf986-4c57-4e7a-a07a-0469607985e6
17427	Mwea Dental Clinic	61c795b4-7bcf-4518-afd6-3c65083e30be
17132	Mwea Diabetes / Hypertension Community Clinic	da8c529d-085e-475a-8899-23ee2a216406
10806	Mwea Medical Centre	44502239-0f49-4f67-bb4f-98d27aa67df1
16508	Mwea Medical Clinic	3f5b7756-b4f4-40f6-8a2f-c702a884dd7d
10805	Mwea Medical Clinic Kagio	50ba00b4-5015-4836-81ca-b14cc1bb9384
10807	Mwea Medical Laboratory	f8b0d5dc-b3ce-4883-8f19-100809b88b7c
10808	Mwea Mission (Our Lady Of Lourdes) Hospital	d9a79028-c885-4f8b-9bed-caa40026202c
10809	Mweiga Health Centre	eccbb56f-a3d6-4cb6-80e9-d968326a4e44
10810	Mweiga Medical Care	2a9d1d4e-631c-4686-90de-633f59f57b91
10811	Mweiga Rural Health Clinic	61bef190-11b0-4536-8bf5-4bdeab940bbe
12623	Mweini Dispensary	0b677a31-6f42-4dca-b510-3a20218cb5a9
17699	Mwema Medical Clinic	3b255f84-79b4-450a-b447-636eff9ed75e
11697	Mwembe Tayari Staff Clinic	3b546866-43a5-4901-acca-b227e444e10a
12624	Mwendwa Clinic	92f4cdba-5c8c-4bee-b87c-40ebf2616360
10812	Mwendwa Medical Clinic	f09751cf-34d5-478b-9147-bc48fef9663d
17604	Mwengea Dispensary	6f9bba15-eb0b-4aa5-a57c-e139459eebf1
15266	Mwenje Dispensary	f2e9a05c-cbed-4ee8-b1bb-39543d4e9ebb
16788	Mwer Dispensary	f002baa1-e7b9-44cb-8adf-f62eedc6675b
12625	Mweronkaga Dispensary	4ff5615e-9576-4861-a8fc-78b08cfc8009
16229	Mweru Dispensary (Imenti South)	852496ab-4244-4040-b006-898a77a0b78a
10814	Mweru Dispensary (Nyeri South)	b0e7be02-a914-4faa-b48a-8d0b8d13f057
11698	Mwichens Medical Clinic	bfa129b7-f21b-4124-ac50-db85540936cb
16057	Mwichio Amua Medical Clinic	d1e68293-2802-4c4c-b843-7cea802f1b0c
16396	Mwigito Dispensary	a647ea2f-aab6-476b-abda-838635d7df08
16058	Mwihila Mission Hospital	56dcf5d4-1c5e-4f44-8aa1-8dfa8ee0ceca
17410	Mwikalikha Dispensary	c5f0f581-417b-48b7-b7d9-ebc9edfebbd4
16646	Mwikia Clinic	ffb7aae6-510c-4096-9c5c-bb03ecb6a73b
16194	Mwina Dispensary	5c7eef9c-2229-4821-a555-86c99a1bb512
16201	Mwina Methodist Dispensary	3bcbc5db-0942-4435-8c98-5ec2fc3d3e26
12626	Mwingi District Hospital	7101e2a2-e0c5-4ea4-b2ca-59452e5cb0f1
17055	Mwingi Medicare Centre	1b3f0878-6c88-4d5f-bcaf-4ce37f3afb9a
12627	Mwingi Nursing Home	ce18dea0-1f5b-4525-9db3-9e37b308760a
10815	Mwireri Sunrise Medical Clinic	4e95f67e-3e67-4cb0-9cb2-a2121fe8aa69
18104	Mwisho Wa lami Medical Clinic	8588809d-3105-4e13-a57c-553709cd0515
12628	Mwitika Dispensary	3b20edd0-a2a7-44b4-bc3d-0a52ec39bf84
15267	Mwituria Dispensary	350a86dc-6483-4726-8555-40b4394bd05f
12629	Mwonge Clinic	47af04ac-4d5f-4e02-8669-6a995d12c00e
13107	Naioth Medical Clinic	6a8b3fe7-a4d3-470a-92ca-081531cae215
15277	Nairagie-Enkare Health Centre	321232c3-eeb0-45a6-ae5b-a09fd1f17c0c
15278	Nairasirasa Dispensary	63f400bf-e80b-4532-a52d-bf865b0d3c6b
17280	Nairimirimo Dispensary	1daf2d8a-b9a4-44b3-b0bf-b89305f52770
13108	Nairobi Deaf (Liverpool)	83db4ae0-5d45-475e-bafe-795131516074
18394	Nairobi EARC St Anne Medical Clinic	c116a987-f288-4469-8a9c-83e442985a1b
17619	Nairobi Homes Clinic	feedef27-8e3a-45f7-9d94-cbae6d3caf42
13110	Nairobi Hospital	f2dc4c20-207c-426d-a8d9-5b5837ed8e50
13111	Nairobi Outpatient Centre	748747bb-f29e-4a1a-a844-5b102b23b329
12632	Nairobi Pathologist Clinic	5fd25b0e-def3-4de7-8f5b-72c76bb191b9
13161	Nairobi Remand  Prison Health Centre	345f41e1-322f-424f-af8a-151c81f06403
17405	Nairobi Remand Prison Health Centre	27c3904b-ccc0-41bd-bd03-b10c8c88374d
13113	Nairobi South Clinic	149495a9-350d-4faf-bba8-4168c5b1229b
13112	Nairobi South Medical Center	d6bc0689-3072-4a8a-a96b-1ddd17881bd0
13114	Nairobi West Chidren clinic	f3583c9b-82a2-4e0e-a539-9bbe6d439fb0
13115	Nairobi West Hospital	7ea9ba24-93aa-485f-989d-ac7402dd7551
13116	Nairobi West Men's Prison Dispensary	47ea386d-2538-4c3b-bb30-1f84878ac0a1
18195	Nairobi Women Hospital Ongata Rongai	a419c97d-4251-484e-bc66-2dcec36f324e
13117	Nairobi Womens Hospital (Hurlingham)	df3224dc-d78c-443a-b137-1ee5e5b3e5b2
16795	Nairobi Womens Hospital Adams	dfcce607-4eed-453c-9c56-b13fbc714dec
16402	Naishi Game Dispensary	1bfbd700-8a9b-4294-ad6d-7a29f8aebd70
15279	Naisoya Dispensary	d07036f9-352d-4c16-8041-a4d6a237f7e5
12633	Naisura Medical Clinic	4bd87280-f42c-4440-9315-8b3681093c20
16061	Naitiri Sub-District Hospital	16108473-e966-4106-8df1-f08b43e0d1bb
15282	Naivasha (AIC)Medical Centre	8b622ccb-baae-4ccc-8e94-b6e10551baca
15280	Naivasha District  Hospital	20dbadcb-8450-438f-8ff0-7f629945afd9
15281	Naivasha Max Prison Health Centre	4438b3bd-8208-4ebd-bfe6-49a893db31db
13280	Najah Medical Clinic	887d3686-3859-4d6e-a3ff-b8203196986e
15283	Najile Dispensary	874dc9b8-505a-4107-9d08-8f9831d67d36
15284	Nakaalei Dispensary	fe037e34-2b74-4c4a-8de0-ccf0e3b31a16
18354	Nakechichok Dispensary	898b3d67-0851-49ab-941e-df200ac936c4
16729	Nakoko Dispensary	c1eeed6d-21f6-48dd-8666-02147812eb5c
16700	Nakukulas Dispensary	0d0f4182-d80c-4177-bf16-b27b89a335b7
15285	Nakurio Dispensary	24b364fe-b036-4638-9dd7-9ef0664b5e19
17084	Nakurtakwei Dispensary	25bc0cf7-fdc4-4b9c-840e-e91c513dd620
15286	Nakuru Clinical Unit	c0df7584-8b59-45d6-bce8-522cc75b1881
15287	Nakuru Nursing Home	99f20a93-1346-46db-bec4-b97a6bf36100
15288	Nakuru Provincial General Hospital (PGH)	af0ac40f-51bf-4c85-803b-62fd6afc58c3
15289	Nakuru War Memorial Hospital	6d80585e-bf3f-49ac-8a43-a9abf0c471d8
15290	Nakuru West (PCEA) Health Centre	cec0e582-e11d-4a3c-95c7-28c5004452ec
15291	Nakururum Dispensary	eb7463bd-78aa-435f-91d2-81f5b1ba4216
15292	Nakwamoru Health Centre	efd262ee-59fa-4769-a72c-c737dbbbde4d
17153	Nakwijit  Dispensary	491d8942-2079-4910-bca9-5f335d510e64
16366	Nakwijit Dispensary	9031143f-9050-4a3c-9558-48d1ab0f0398
16062	Nala Maternity And Nursing Home	74016f65-009f-46a2-ba61-a84f417ace15
18519	Mulot Dispensary	eaca961e-1234-40cf-81fb-3d415b96562d
17740	Mulot Health Centre	9e734abe-b45d-4b6b-ad3e-5d26c3844530
13018	Multi Media UNiversity Dispensary	aa7225d0-dca8-4906-a7cf-6ab29bfa213e
18797	Multiple Options Health Care	471eedaa-c528-4a40-8fd1-7be3a2123864
18377	Multipurpose Village Health Care centre	16cfe252-89aa-48d3-a9c5-40ae69805676
16416	Mulukaka clinic	6856b0a9-e6ee-457d-8844-127f19817f94
12568	Mulundi Dispensary	9075343f-845d-4518-bbe7-ec6905975303
12569	Mulutu Mission Dispensary	64818438-5fcc-4b14-99aa-eb4569b7470d
16033	Mulwanda Dispensary	5c4a8c88-8b0e-478c-abfb-8c1002505bad
10766	Mumbuini Dispensary	304cdac9-720c-4cd7-b721-0f8061ec80bc
16034	Mumbule Dispensary	c70862b6-bbcb-4b2f-a8f6-4b3dabb43efe
12570	Mumbuni Dispensary (Maara)	748337da-f35d-43fb-84d8-b78e1d2214fb
12571	Mumbuni Dispensary (Makueni)	fb26bdac-e237-44f9-accf-ae2d84cda50f
12572	Mumbuni Dispensary (Mwala)	acf1c4d9-748e-4824-9b67-fa4e4cb4881b
12573	Mumbuni Dispensary (Mwingi)	8695aca3-245d-4aef-b4e0-f18e0ece16c4
12574	Mumbuni Nursing Home	07646b05-9138-4e98-8d62-aa624ebb4475
16035	Mumias Dispensary	e6a637d2-85d1-400a-b4a7-d1ab51d27c56
16036	Mumias Maternity	dbf9781d-6d91-47ab-8352-ea4d99961adf
16037	Mumias Sub-District Hospital (Matungu)	f08c79d2-5c84-4825-9733-4df46001a637
16038	Mumias Sugar Clinic	a90c724e-ab2a-4651-92bc-a1dab06be599
18714	Mummy Medical Clinic	215141a3-7ce8-4783-a1d4-2cd5a0d69981
16039	Mummy's Medical Clinic	1d78ed53-1c3a-4c79-a0e9-24edf371fded
12575	Mumo (AIC) Health Centre	f4a78e3c-09f1-4696-bf8b-6b39a78251ab
12576	Mumoni Dispensary	4002bf01-04b3-43e8-81d7-378ab0888854
16040	Mundoli Health Centre	3bf2279b-b640-42f7-9eb7-06c1365002ba
10732	Mirangine Health Centre	4ac3733e-1784-40f9-8057-b3ea5a4c64bc
11617	Mirapera Dispensary	2e88209f-3862-4a7c-b7ac-738f96cfa92f
17931	Mirere Health Centre	feed4ef7-b7ff-4bf3-936f-a00d72d86aa1
16610	Mirigamieru Health Facility	83798dfa-ee72-4b5d-935f-8e4cdfea0ab1
18702	Mirigamieru Health Services	de1321ad-da1a-4c9c-bd97-cb76fbced045
11618	Mirihini Dispensary	9308dfa8-0487-4112-9182-cfaba16c4737
13811	Miriri Dispensary	be6a8443-21ee-4f38-8200-c7fd43dbad5a
17822	Miritini (MCM) Dispensary	8ce10742-7ceb-45da-9c79-bd7b26047d55
11620	Miritini CDF Dispensary	66d4b07a-4529-4494-8c17-ec1cc0bebd41
13812	Miriu Health Centre	eea988ba-edd3-4c32-bcc9-0bbad488501c
13813	Mirogi Health Centre	5eb203d0-b8ee-4894-b817-b4866416098a
15188	Mirugi Kariuki Dispensary	2e02442a-099b-48c4-8cc4-f61e368c0591
13814	Misesi Dispensary (Gucha)	6367c036-5656-4e09-84ad-2336aaea8b24
11621	Mishoroni Dispensary	a9918eb6-fd22-4aa3-a4fc-fe4bbbf65f0d
17679	Misikhu MedicalCclinic	4a82cdcc-fe99-4de8-92e8-7fedd343c22c
15189	Miskwony Dispensary	f0abc70b-9ee6-484e-8ab2-462d40e0b487
13815	Misori Dispensary	91903564-c479-463c-acf7-242ea98a65cb
11622	Mission K Clinic	779b5144-322e-43c9-97b2-235eba31140d
11623	Mission Medical Clinic (Bahari)	56b00074-eb6b-41b7-953d-cba7766a350e
16020	Mission of Mercy Clinic	1d095087-a1a6-41dc-aa4b-036822d63992
12529	Misyani Mission Health Centre	1c9ad4da-adc6-4c0f-a9f7-65cae9e0388e
12530	Mitaboni Health Centre	7629967b-2e6a-4c7d-bf0f-e10354a9cde0
12732	Mitaboni Mission Dispensary	cbf033e2-182b-4aa5-9fe0-047b6afebffe
12531	Mitamisyi Dispensary	886d3363-5c0f-432c-b43f-e748004c06fb
16830	Mitethia Medical Clinic	067e5206-955f-4e0b-b68c-503d61c2664a
13094	Mkunga Clinic	a9586929-6a13-4a92-b92f-636a24c9502f
11631	Mkunumbi Dispensary	1f296a0d-6c7b-466b-b5c8-c72cfb963072
11633	Mkwiro Dispensary	b4a8b1d4-bb6d-4fa5-b9eb-59a9eaed8c98
11634	Mlaleo Health Centre	84698b3d-7ceb-49de-a882-6428520cf5a9
18210	Mlaleo Health Centre (MOH)	93fc5018-b98b-4025-b415-e75a36044091
11635	Mlanjo Dispensary	a770fffc-34bf-431e-874b-a0c3c83dbb66
18625	Mlimani Dispensary	ed66154b-61a4-4961-ab0b-9f5c627a1850
18581	Mlolongo Health Centre	e6d3e7a3-c944-4743-b8ea-3cf051865d4b
18256	Mlolongo VCT	75eeacd7-ba62-478b-9dec-c0f1194ffe9f
17844	Mlolongo Wellness Centre	f6a15b78-4513-4228-ab84-c59605465dff
18167	MMAK	3fdf1d48-fb84-481e-a8b8-0f22f7519c01
18275	MMAK Embakasi Stand Alone VCT	08751037-abb6-4343-a2a4-b7b3e813fdc8
18639	Mmak's Homecare Pharmacy	651c5b4d-b494-4a72-a06f-de766d15f5e5
13817	Mnara Dispensary	29132308-8d15-4a9f-a71c-6aeb11ee374f
11636	Mnarani Dispensary	896b5692-e54f-473e-b08d-fdc63377832f
11637	Mnazini Dispensary	79696da6-5d9c-431d-bd4d-cebdce115795
11638	Mnyenzeni Dispensary	4185d31d-0b39-4d28-b1a3-39d5e3bd299b
11639	Moa Dispensary	82819f63-95c5-4830-abe0-b0df350c7d30
15191	Mobet Dispensary	aab4b89a-39ec-4976-b43e-7488a3799c83
